Dump generated at 2018-10-11T00:53:11.084154
Rank	Team Name	School	Score
3209	Yeeti2048	Wayland High school	100
3210	IVAN236633	west leyden	100
3211	Dogs	East Brunswick	100
3212	johnson001	munford high school	100
3213	Npow1999	Lincoln Academy	100
3214	GuyWithPants	Omaha North	100
3215	Arlette	crowleyhighschool	100
3216	vhbob	Seneca Valley	100
3217	natecho	Richardson Middle School	100
3218	230117P	Palos South	100
3219	WHJ	WarrenHills	100
3220	cwang617	Homestead High School	100
3221	emmyg789	Homestead High School	100
3222	Salty Roast	Homestead High School 	100
3223	Phoenix360	Chaparral High School Temecula California	100
3224	seenapourzand	Amador Valley High School	100
3225	Chromi	massanutten technical center 	100
3226	themekiller100	Matoaca High School	100
3227	MESA Per 2	Rialto High School	100
3228	DummermuthJacob	Indian Valley High School, Gnadenhutten  OH	100
3229	lhchornsby01	Riverview Jr Sr Highschool	100
3230	280selam	Walter Johnson high school	100
3231	gyuan0	Adlai E. Stevenson High School, Lincolnshire IL	100
3232	Gold&Silver	San Jacinto Leadership Academy	100
3233	Safe	Branham High School	100
3234	BionicBruins	Branham High School	100
3235	dcamposcesp7689	Roosevelt	100
3236	FredF2180026	Jackson Memorial High School, Jackson NJ	100
3237	cluetkenhau8634	Data	100
3238	ssmah	sobrato high school	100
3239	BEZ	Burlington Township High School	100
3240	Corb	Norwich Tech.	100
3241	Alanli8	Albemarle High School	100
3242	Trey123	Brenham	100
3243	Alpha One	Red Bank Regional, NJ	100
3244	Voidaic	Phillips Exeter Academy	100
3245	ffrosty	harker	100
3246	Sharkfin	clear springs	100
3247	TNB	Clear Springs High School	100
3248	barronc	Clear Springs Highschool	100
3249	paperclipkween	Clear Springs High School	100
3250	khatchett86	sandy grove middle school	100
3251	Kingivan	Fallbrook High School	100
3252	MidnightWoop	Elsinore High School, Lake Elsinore, CA	100
3253	lukeberry	Elsinore High, Lake Elsinore, CA	100
3254	62114	Temple City High School	100
3255	ashleygreenwood	Londonderry High School	100
3256	OrangutAutumN	Montgomery Blair High School, Silver Spring, MD	100
3257	morgzy21	Tri-County	100
3258	slightlyBored	Princeton High School	100
3259	breathholder	Fallbrook High	100
3260	drees	REV	100
3261	shadowwolf	Redlands East Valley	100
3262	Flamestriker	Redlands East Valley High School	100
3263	christian	redlands  east valley high school	100
3264	YeeClan	Lowell High School	100
3265	BowsetteLovers	San Ysidro High School	100
3266	EthanIshoy	Alta	100
3267	Hoodie Religion	San Ysidro High School	100
3268	blacklivesmatter	San Ysidro High School	100
3269	ThePhoenix	San Ysidro High School	100
3270	ChristianTau59	Alta High School	100
3271	codercool	oliver wendal holmes middle school	100
3272	Ding	Union High School, Camas, WA	75
3273	OLOji2	Cerritos High, Ca	50
3274	Firefoxes	sandy grove middle Raeford NC	50
3275	SOUNDCLOUDrapper666	Cerritos High School	50
3276	Treep5000	Cerritos High School, Cerritos,CA	50
3277	livingkam	Cerritos High School	50
3278	987654321	Great Mills High School, Great Mills, MD	50
3279	batman007000	Mt Vernon High School	50
3280	AyLmao	Pioneer high school	50
3281	22mcateegr	Twin Lakes High School	50
3282	sourcheeese	West, Davenport, IA	50
3283	cheskett3	Davenport West	50
3284	Rsb7151	Sachem High School East 	50
3285	ColorfulLemon	Sandy 	50
3286	dzi	East Leyden High School	50
3287	dankmemes2018	Cerritos High School	50
3288	EstoySmarte	Mililani High School	50
3289	Rapid Oysters	Eastlake	50
3290	Beagles	Eastlake High School 	50
3291	stn	Amador	50
3292	honss	Mission Viejo High School	50
3293	ivora	East Brunswick High School	50
3294	Bobby Burner's Burgers	East Brunswick High School	50
3295	PurpleSnek28	East Brunswick HS	50
3296	chujiasucks	Blair HS	50
3297	MOBAMBA 	East Brunswick High School 	50
3298	raymond1174	Cerritos 	50
3299	pnair	East Brunswick High	50
3300	teasleya16	Lincoln High School	50
3301	emilyrocks	East Brunswick High School	50
3302	HUMANS123	Day Creek Intermediate School	50
3303	HAKAI	Daycreek Intermediate School, Rancho Cucamonga	50
3304	elite 	west washington jr/sr	50
3305	NathanielBurr	Omaha North High	50
3306	Team 7	clear springs high school	50
3307	UraniumSyrup	George C. Marshall	50
3308	demcheeks101	marshall high school 	50
3309	dOn'T tElL oN mE	Ardsley High School	50
3310	The Hackers	Gardendale High School	50
3311	haileysabin1776	west allegheny, imperial,PA	50
3312	JustCal123	Palos South	50
3313	nbilling2	Milpitas High School	50
3314	YEET	Wayland high school	50
3315	samanthakarabin	Norwin Middle School	50
3316	sheldon	grissom high	50
3317	thebiggayman	Verdugo Hills High School	50
3318	gvannucci	South High School+	50
3319	happydabber	cabrillo	50
3320	chewymonster	Cerritos High School	50
3321	lm34	Chaparral High School	50
3322	gbxv	East Lake High School	50
3323	TBThardyfan	Tea Area High School, SD	50
3324	MrZiggy2	Indian Valley High School	50
3325	josem119	West Leyden	50
3326	sesamestrong	Montgomery Blair HS	50
3327	blastman	MBHS	50
3328	MrAn0n	Faith Lutheran 	50
3329	elistroud	Homeschool	50
3330	Franny	Spotswood High School	50
3331	ashanti	Brenham HS	50
3332	jcordaway3131	Roosevelt High School	50
3333	GretaK21	JMHS	50
3334	andrewshields	data	50
3335	Alya_Roe	McDowell High School	50
3336	TobiasUBH	Massanutten Technical Center	50
3337	therapgods	Cajon High School, San Bernardino California	50
3338	KoolKidsKrew	Grissom, Huntsville, AL	50
3339	L0rdRuler	Pipkin	50
3340	Thegus2018	School of Science and Technology	50
3341	Chiz	Cosumnes Oaks High School	50
3342	sid2431	International Academy East	50
3343	kartik	East Brunswick High School	50
3344	kapuma	roosevelt	50
3345	badcontent	Brennan high school 	50
3346	mozarskyj20	Byram Hills High School, Armonk, NY	50
3347	aldestaNeo	Brenham High School	50
3348	ASAwoolfPACK	All Saints Academy	50
3349	TristanBenes13	Clear Springs HighSchool	50
3350	The Watermelons	Red Bank Regional	50
3351	The Zippers	Central High School	50
3352	atulloch	Phillips Exeter Academy	50
3353	Pico's Rico	Peddie School	50
3354	yvngrook	Clear Springs High School, League City, TX	50
3355	gclantigua	Fallbrook High School	50
3356	Golem	Fallbrook, CA	50
3357	KUWTK + Suzie	Fallbrook High School, Fallbrook, California	50
3358	49955	Fallbrook, California, CA	50
3359	victorya	hazelwood west high school	50
3360	nosorow	Rocklin High	50
3361	7AlvarezSergio	Alta High School	50
3362	Ezrah113	Redlands East Valley, california	50
3363	Jennifer	Faith Lutheran 	50
3364	dubs only	Ronan High School	50
3365	The dark world	south tech	50
3366	iosuna	San Ysidro High School	50
3367	LoganA	Alta High School	50
3368	STEMmetes	Summit High School	50
3369	Tech Nerds	Belvedere Middle School	50
3370	Sosa Gang	Clear Springs	50
3371	Gang gang	Brenham High school 	50
